Text_Name	Text_Type	Year	Left	Drittletztes_Wort	Vorletztes_Wort	LetztesWort	Key	Right	Compound	Lemma	Base_Verb	Period	Century	Determiner	Prep_V_ung	Adj	Genitive	Prefix	Syntagma
text_name vertrag_westfaelischer_1648	text_texttype Gebrauchsliteratur	1649	: attung der Vnkosten vnd genossenen	Vnkosten	vnd	genossenen	Abnutzungen	 /// oder/oder empfangenen/empfangen Schadens/Schaden restituirt/resti		Abnutzung	abnutzen	16(0|1|2|3|4).	16..	b		genossen		ab	
text_name vertrag_westfaelischer_1648	text_texttype Gebrauchsliteratur	1649	: . den bekümmerten oder sequestrirten	bekümmerten	oder	sequestrirten	Abnutzungen	 eröffnet/eröffnen vnd/und erstattet/erstatten /// auch/auch da/da i		Abnutzung	abnutzen	16(0|1|2|3|4).	16..			sequestriert		ab	
text_name unzer_erstegruende_1771	text_texttype Wissenschaft	1771	: il erhalten , und durch die taͤgliche	durch	die	taͤgliche	Abnutzung	 alte/alt verlieren/verlieren ,/, §./§. 646./646. dennoch/dennoch ih		Abnutzung	abnutzen	17(5|6|7|8|9).	17..	b		täglich		ab	
text_name unzer_erstegruende_1771	text_texttype Wissenschaft	1771	: das Wachsthum und durch die taͤgliche	durch	die	taͤgliche	Abnutzung	 ,/, die/die wieder/wieder erſetzet/ersetzen wird/werden ,/, leiden/l		Abnutzung	abnutzen	17(5|6|7|8|9).	17..	b		täglich		ab	
text_name vertrag_westfaelischer_1648	text_texttype Gebrauchsliteratur	1649	: estalt alle Forderungen der Vnkosten und	der	Vnkosten	und	Abnutzungen	 /// sampt/samt allem/alle Schaden/Schaden vnd/und Jnteresse/Interesse		Abnutzung	abnutzen	16(0|1|2|3|4).	16..	b				ab	
text_name haller_anfangsgruende03_1766	text_texttype Wissenschaft	1766	: sprechen werden , weil hier die noͤthigen	hier	die	noͤthigen	Abprellungen	 aufgehoben/aufheben ſind/sein :/: man/man |/| hat/haben aber/aber ke		Abprellung	abprellen	17(5|6|7|8|9).	17..	b		nötig	post	ab	
text_name obrecht_secreta_1617	text_texttype Gebrauchsliteratur	1617	: ͤcht ( da ſonſt keine Heuraths	ſonſt	keine	Heuraths	Abredung	 vorhanden/vorhanden )/) ſein/sein lebenlang/lebenlang der/d Beyſitz		Abredung	abreden	16(0|1|2|3|4).	16..	kein				ab	
text_name wrangel_luxusfuhrwerk_1898	text_texttype Wissenschaft	1898	: nung besteht in der energischen	in	der	energischen	Abreibung	 mit/mit Naxosschmirgel/Naxosschmirgel (/( nicht/nicht Schmirgelpapier		Abreibung	abreiben	18(5|6|7|8|9).	18..	b		energisch		ab	
text_name trichter_ritterexercitienlexikon_1742	text_texttype Gebrauchsliteratur	1742	: alten , die ſich ſonderlich in der	ſonderlich	in	der	Abrichtung	 der/d Pferde/Pferd befindet/befinden ./. Geaͤſe/Geäse ,/, Wird/wer		Abrichtung	abrichten	17(0|1|2|3|4).	17..	b				ab	
text_name vischer_aesthetik030204_1857	text_texttype Wissenschaft	1857	: ie natürlich und zur einheitlichen	und	zur	einheitlichen	Abrundung	 des/d Ganzen/Ganze paſſend/passen war/sein ,/, ſie/sie gleichfalls		Abrundung	abrunden	18(5|6|7|8|9).	18..	b		einheitlich		ab	
text_name marx_manifestws_1848	text_texttype Gebrauchsliteratur	1848	: enden geschichtlichen Bewegung . Die	Bewegung	.	Die	Abschaffung	 bisheriger/bisherig Eigenthumsverhältnisse/Eigentumsverhältnis ist/		Abschaffung	abschaffen	18(0|1|2|3|4).	18..	b				ab	
text_name marx_manifestws_1848	text_texttype Gebrauchsliteratur	1848	: mus auszeichnet , ist nicht die	ist	nicht	die	Abschaffung	 des/d Eigenthums/Eigentum überhaupt/überhaupt ,/, sondern/sondern d		Abschaffung	abschaffen	18(0|1|2|3|4).	18..	b			post	ab	
text_name marx_manifestws_1848	text_texttype Gebrauchsliteratur	1848	:  Eigenthums überhaupt , sondern die	0	sondern	die	Abschaffung	 des/d bürgerlichen/bürgerlich Eigenthums/Eigentum ./. Aber/aber das		Abschaffung	abschaffen	18(0|1|2|3|4).	18..	b			post	ab	
text_name marx_manifestws_1848	text_texttype Gebrauchsliteratur	1848	: t , Bildung , Recht u. s. w. die	s.	w.	die	Abschaffung	 des/d bürgerlichen/bürgerlich Eigenthums/Eigentum meßt/messen ./. 		Abschaffung	abschaffen	18(0|1|2|3|4).	18..	b			post	ab	
text_name jahn_rede_1849	text_texttype Gebrauchsliteratur	1849	: durch sorgfältige Vergleichung und	sorgfältige	Vergleichung	und	Abschätzung	 der/d Handschriften/Handschrift die/d Tradition/Tradition des/d Texte		Abschätzung	abschätzen	18(0|1|2|3|4).	18..		durch		post	ab	
text_name raschdorff_hochbau_1880	text_texttype Gebrauchsliteratur	1880	: eine anſcheinend auf willkürlicher	anſcheinend	auf	willkürlicher	Abſchätzung	 beruhende/beruhend ,/, meiſt/meist zu/zu große/groß Bemeſſung/Be		Abschätzung	abschätzen	18(5|6|7|8|9).	18..			willkürlich		ab	
text_name bodmer_sammlung03_1742	text_texttype Belletristik	1742	: hmücken . Jn des Hrn. Lieentiat Brockes	Hrn.	Lieentiat	Brockes	Abſchilderung	 eines/eine Gartens/Garten finden/finden wir/wir dieſe/diese geſchic		Abschilderung	abschildern	17(0|1|2|3|4).	17..	gen			pre	ab	
text_name geier_schuetz_1672	text_texttype Gebrauchsliteratur	1672	: einen  daß es im Alten Teſtament mit	Alten	Teſtament	mit	abſchlachtung	 und/und verbrennung/Verbrennung des/d opffer-vieches/Opfer-Viech alle		Abschlachtung	abschlachten	16(5|6|7|8|9).	16..		mit		post	ab	
text_name tulla_rhein_1822	text_texttype Gebrauchsliteratur	1822	: möglichst gerade Leitung des Flusses , die	Flusses	0	die	Abschneidung	 seiner/seine Nebenarme/Nebenarm ,/, die/d Demolirung/Demolierung der/		Abschneidung	abschneiden	18(0|1|2|3|4).	18..	b			post	ab	
text_name curtius_sprachforschung_1885	text_texttype Wissenschaft	1885	: nalstamm sa zurück . Die kleinen	.	Die	kleinen	Abschwächungen	 ,/, welche/welche man/man in/in solchen/solch Fällen/Fall annehmen/a		Abschwächung	abschwächen	18(5|6|7|8|9).	18..	b		klein		ab	
text_name czepko_triumphbogen_1641	text_texttype Belletristik	1641	: Vater ſein . XVIII . Vnterſchiedliche	XVIII	.	Vnterſchiedliche	Abſendigung	 ./. Der/d wilde/wild Tartar/Tartar kompt/kommen von/von Pferde/Pferd 		Absendigung	absendigen	16(0|1|2|3|4).	16..			unterschiedlich		ab	
text_name tulla_rhein_1822	text_texttype Gebrauchsliteratur	1822	: e . Oberhalb Hüningen erfolgen keine	Hüningen	erfolgen	keine	Kiesabsetzungen	 ./. Der/d Rhein/Rhein ist/sein zu/zu sehr/sehr geschlossen/schließen	y	Absetzung	absetzen	18(0|1|2|3|4).	18..	other				ab	
text_name buechner_werke_1879	text_texttype Belletristik	1879	:  einer ungeheuren Volksmenge unter	ungeheuren	Volksmenge	unter	Abſingung	 der/d Marſeillaiſe/Marseillaise und/und der/d Carmagnole/Carmagnole		Absingung	absingen	18(5|6|7|8|9).	18..		unter		post	ab	
text_name hobrecht_polytechnikum_1878	text_texttype Gebrauchsliteratur	1878	: h des Polytechnikums giebt , und deren	0	und	deren	Absolvirung	 das/d Recht/Recht zur/zur Zulassung/Zulaßung zu/zu den/d Staatsprüf		Absolvierung	absolvieren	18(5|6|7|8|9).	18..	gen			pre		
text_name spener_bedencken02_1701	text_texttype Gebrauchsliteratur	1701	: leitet werde  theils anſtoͤßige	werde	theils	anſtoͤßige	abſonderungen	 /// theils/teils andere/ander aͤrgernuͤſſen/Ärgernis /// damit/d		Absonderung	absondern	17(0|1|2|3|4).	17..			anstößig		ab	
text_name blumenbach_physiologie_1795	text_texttype Wissenschaft	1795	: enzieht , und zur bevorstehenden	und	zur	bevorstehenden	Absonderung	 von/von der/d Gebährmutter/Gebärmutter gleichsam/gleichsam vorberei		Absonderung	absondern	17(5|6|7|8|9).	17..	b		bevorstehend		ab	
text_name dubois_naturerkennen_1872	text_texttype Wissenschaft	1872	: ecretionszelle das ganze Räthsel der	ganze	Räthsel	der	Absonderung	 birgt/bergen :/: so/so ist/sein auch/auch die/d erhabenste/erhaben Se		Absonderung	absondern	18(5|6|7|8|9).	18..	b				ab	
text_name darwin_pflanzen_1876	text_texttype Wissenschaft	1876	: rk eingebogen . Nach 1 Stunde war die	Stunde	war	die	Absonderung	 um/um die/d Drüsen/Drüse rosa/rosa gefärbt/färben ./. Ich/ich fol		Absonderung	absondern	18(5|6|7|8|9).	18..	b				ab	
text_name darwin_pflanzen_1876	text_texttype Wissenschaft	1876	:  Wirkung hervorbringt , beweist die	0	beweist	die	Absonderung	 von/von so/so viel/viel Schleim/Schleim ./. Hippursäure/Hippursäure		Absonderung	absondern	18(5|6|7|8|9).	18..	b				ab	
text_name darwin_pflanzen_1876	text_texttype Wissenschaft	1876	: erletzen . Ich berührte gleichfalls die	berührte	gleichfalls	die	Absonderung	 um/um eine/eine grosze/groß Menge/Menge Drüsen/Drüse mit/mit klein		Absonderung	absondern	18(5|6|7|8|9).	18..	b				ab	
text_name pufendorf_einleitung_1691	text_texttype Wissenschaft	1691	: machet unter denen Chriſten nur eine	Chriſten	nur	eine	Abſonderung	 vom/vom Tiſche/Tisch und/und Bette/Bett /// ohne/ohne daß/daß dene		Absonderung	absondern	16(5|6|7|8|9).	16..	u				ab	
text_name marx_manifestws_1848	text_texttype Gebrauchsliteratur	1848	: Sinne der Bourgeoisie . Die nationalen	.	Die	nationalen	Absonderungen	 und/und Gegensätze/Gegensatz der/d Völker/Volk verschwinden/verschw		Absonderung	absondern	18(0|1|2|3|4).	18..			notwendig		ab	
text_name darwin_pflanzen_1876	text_texttype Wissenschaft	1876	: deutend und verursachte eine reichliche	verursachte	eine	reichliche	Absonderung	 von/von Schleim/Schleim ./. Blosz/bloß saures/sauer Gefühl/Gefühl 		Absonderung	absondern	18(5|6|7|8|9).	18..	u				ab	
text_name aston_leben_1847	text_texttype Gebrauchsliteratur	1847	: als der Prinz , der ihre allmählige	der	ihre	allmählige	Abspannung	 für/für ein/eine Zeichen/Zeichen der/d Nachgiebigkeit/Nachgiebigkei		Abspannung	abspannen	18(0|1|2|3|4).	18..			allmählich		ab	
text_name francois_reckenburgerin01_1871	text_texttype Belletristik	1871	: kel des Stammſitzes ihrer Ahnen eine	ihrer	Ahnen	eine	Abſpeiſung	 gefunden/finden haben/haben und/und wie/wie höchlich/höchlich durft		Abspeisung	abspeisen	18(5|6|7|8|9).	18..	u				ab	
text_name francois_reckenburgerin01_1871	text_texttype Belletristik	1871	:  konnte mich in demſelben , nach	demſelben	0	nach	Abſperrung	 der/d gräflichen/gräflich Zone/Zone ,/, noch/noch ein/eine paar/paa		Absperrung	absperren	18(5|6|7|8|9).	18..		nach		post	ab	
text_name carus_zoologie_1872	text_texttype Gebrauchsliteratur	1872	: rigkeit nachzuweiſen . “ Darwin ,	“	Darwin	0	Abſtammung	 des/d Menſchen/Mensch ;/; Ueberſetz/übersetzen ./. 2./2. Bd./Bd. S		Abstammung	abstammen	18(5|6|7|8|9).	18..				post	ab	
text_name mueller_hellenische03_1824	text_texttype Wissenschaft	1824	: n Sicilien waren nun dieſe Hirten der	dieſe	Hirten	der	Abſtammung	 nach/nach auf/auf keinen/keine Fall/Fall Hellenen/Hellene ,/, ſonder		Abstammung	abstammen	18(0|1|2|3|4).	18..	b				ab	
text_name krafft_landwirthschaft03_1876	text_texttype Wissenschaft	1876	: ock Nr. 135 verwendet werden , deſſen	werden	0	deſſen	Abſtammung	 die/d folgende/folgend iſt/sein :/: Individuum/Individuum :/: Bock/B		Abstammung	abstammen	18(5|6|7|8|9).	18..	gen			pre	ab	
text_name krafft_landwirthschaft03_1876	text_texttype Wissenschaft	1876	: wurde daher das Hauptgewicht auf die	Hauptgewicht	auf	die	Abſtammung	 ,/, das/d Alter/Alter und/und die/d Reinheit/Reinheit der/d Race/Rass		Abstammung	abstammen	18(5|6|7|8|9).	18..	b				ab	
text_name krafft_landwirthschaft03_1876	text_texttype Wissenschaft	1876	: eben . In dieſelben iſt nicht nur die	nicht	nur	die	Abſtammung	 des/d Zuchtthieres/Zuchttier ,/, ſondern/sondern auch/auch ſeine/se		Abstammung	abstammen	18(5|6|7|8|9).	18..	b			post	ab	
text_name pahl_geheimnisse_1797	text_texttype Gebrauchsliteratur	1799	: eine hohe Geburt , zumal wenn noch die	wenn	noch	die	Abstammung	 aus/aus einem/eine fremden/fremd Lande/Land hinzu/hinzu kam/kommen ,/		Abstammung	abstammen	17(5|6|7|8|9).	17..	b				ab	
text_name krafft_landwirthschaft03_1876	text_texttype Wissenschaft	1876	: ft der Individuen , ſondern auch ihre	ſondern	auch	ihre	Abſtammung	 in/in Betracht/Betracht ziehen/ziehen ,/, da/da es/es nicht/nicht gle		Abstammung	abstammen	18(5|6|7|8|9).	18..	gen			pre	ab	
text_name pahl_libell_1797	text_texttype Gebrauchsliteratur	1797	: nlich Werths , sondern nur wegen seiner	nur	wegen	seiner	Abstammung	 verdient/verdienen ?/? Doch/doch für/für diejenigen/diejenige ,/, w		Abstammung	abstammen	17(5|6|7|8|9).	17..	gen			pre	ab	
text_name schurz_studentencongress_1848	text_texttype Gebrauchsliteratur	1848	: xekution nicht nothwendig machen , einer	machen	0	einer	Abstimmung	 in/in den/d Gemeinden/Gemeinde anheimgegeben/anheimgeben werden/werde		Abstimmung	abstimmen	18(0|1|2|3|4).	18..	u				ab	
text_name puetter_staatsverfassung03_1787	text_texttype Wissenschaft	1787	: malig 24. grundausfuͤhrlichen gelehrten	24.	grundausfuͤhrlichen	gelehrten	Abſtimmungen	 ;/; S./S. 133/133 ./. —/-- XV./Xv. ohne/ohne daß/daß der/d Vorſc		Abstimmung	abstimmen	17(5|6|7|8|9).	17..			gelehrt		ab	
text_name glauber_furni03_1648	text_texttype Wissenschaft	1648	: trahieren ſolt  doch allezeit nach der	allezeit	nach	der	abſtrahirung	 das/d Saltz/Salz wieder/wieder außgegluͤet/ausglühen /// ſo/so wi		Abstrahierung	abstrahieren	16(0|1|2|3|4).	16..	b			post		
text_name daguerre_daguerrereotyp_1839	text_texttype Gebrauchsliteratur	1839	:  mittelſt einer äußerſt feinen	einer	äußerſt	feinen	Abſtuſung	 ihrer/ihr Tinten/Tinte ./. Die/d Bilder/Bild erzeugen/erzeugen ſich/		Abstufung	abstufen	18(0|1|2|3|4).	18..	u		fein		ab	
text_name falke_trachten01_1858	text_texttype Gebrauchsliteratur	1858	: koſtbare Arten gab in verſchiedenen	gab	in	verſchiedenen	Farbenabſtufungen	 bis/bis zum/zum Rothen/rot und/und Röthlichgelben/Rötlichgelbe ./. 	y	Abstufung	abstufen	18(5|6|7|8|9).	18..	other				ab	
text_name herder_philosophie_1774	text_texttype Wissenschaft	1774	:  daß alles in kleine Verbindungen ,	kleine	Verbindungen	0	Abtheilungen	 und/und Untereinanderordnungen/Untereinanderordnung fiel/fallen ,/, u		Abteilung	abteilen	17(5|6|7|8|9).	17..					ab	
text_name thaer_landwirthschaft01_1809	text_texttype Wissenschaft	1809	: . 325 . Die Zahl der Schlaͤge . 326 .	.	326	.	Abtheilungen	 der/d Schlaͤge/Schlag ./. 326/326 ./. Nebenkoppeln/Nebenkoppel ./. 3		Abteilung	abteilen	18(0|1|2|3|4).	18..				post	ab	
text_name carus_zoologie_1872	text_texttype Gebrauchsliteratur	1872	: n ſpäteren Arbeiten über dieſe	Arbeiten	über	dieſe	Abtheilung	 als/als Ausgangspunkt/Ausgangspunkt gedient/dienen hat/haben ,/, und/		Abteilung	abteilen	18(5|6|7|8|9).	18..	dies				ab	
text_name clausewitz_krieg03_1834	text_texttype Wissenschaft	1834	: e ausmachen muß . Mit dieſen	.	Mit	dieſen	Abtheilungen	 wollen/wollen wir/wir uns/uns hier/hier beſchaͤftigen/beschäftigen		Abteilung	abteilen	18(0|1|2|3|4).	18..	dies				ab	
text_name mosen_galerie_1844	text_texttype Gebrauchsliteratur	1844	: ödigkeit büßen müssen ! Ueber dieser	!	Ueber	dieser	Abtheilung	 schwebt/schweben außerdem/außerdem ein/eine Amorette/Amorette ,/, w		Abteilung	abteilen	18(0|1|2|3|4).	18..	dies				ab	
text_name riemann_teichbau_1798	text_texttype Gebrauchsliteratur	1798	: gen der Maurung hingegen in dieſer	hingegen	in	dieſer	Abtheilung	 nachſehen/nachsehen duͤrfe/dürfen ,/, um/um es/es auf/auf dieſe/d		Abteilung	abteilen	17(5|6|7|8|9).	17..	dies				ab	
text_name lange_schachspiel_1856	text_texttype Gebrauchsliteratur	1856	: e Theorie der Endspiele . Dritte	Endspiele	.	Dritte	Abtheilung	 ./. Allgemeine/allgemein Regeln/Regel ./. Sechszehntes/sechzehnt Kapi		Abteilung	abteilen	18(5|6|7|8|9).	18..			Zahlwort		ab	
text_name puetter_staatsverfassung03_1787	text_texttype Wissenschaft	1787	: is zum ſiebenjaͤhrigen Kriege erſte	ſiebenjaͤhrigen	Kriege	erſte	Abtheilung	 1748-1753/1748-1753 ./. Inſonderheit/insonderheit die/d in/in dieſe		Abteilung	abteilen	17(5|6|7|8|9).	17..	gen		Zahlwort	pre	ab	
text_name mosen_galerie_1844	text_texttype Gebrauchsliteratur	1844	: d Portale zum Ehestande . Der ersteren	.	Der	ersteren	Abtheilung	 ist/sein ,/, wie/wie wir/wir merken/merken ,/, von/von den/d umhersch		Abteilung	abteilen	18(0|1|2|3|4).	18..	b		Zahlwort		ab	
text_name uhse_poet_1719	text_texttype Gebrauchsliteratur	1719	: wir wollen das gantze Weſen in etlichen	Weſen	in	etlichen	Abtheilungen	 mercken/merken ./. I./I. Der/d Stylus/Stylus muß/müssen ſich/sich 		Abteilung	abteilen	17(0|1|2|3|4).	17..	other				ab	
text_name carus_zoologie_1872	text_texttype Gebrauchsliteratur	1872	:  von Siebold Arthropoden genannten	Siebold	Arthropoden	genannten	Abtheilung	 (/( ſtatt/statt der/d 1825/1825 von/von Latreille/Latreille aufgeſt		Abteilung	abteilen	18(5|6|7|8|9).	18..	b		genannt		ab	
text_name faulhaber_instrument_1610	text_texttype Wissenschaft	1610	: der andern Lini kan man die gleiche	man	die	gleiche	Abtheilungen	 aller/alle ebenen/eben Linien/Linie finden/finden /// wie/wie die/d Z		Abteilung	abteilen	16(0|1|2|3|4).	16..	b		gleich	post	ab	
text_name clausewitz_krieg03_1834	text_texttype Wissenschaft	1834	: imm aber iſt es noch mit den groͤßern	mit	den	groͤßern	Abtheilungen	 ,/, wo/wo ſie/sie gar/gar nicht/nicht hinreicht/hinreichen und/und w		Abteilung	abteilen	18(0|1|2|3|4).	18..	b		groß		ab	
text_name carus_zoologie_1872	text_texttype Gebrauchsliteratur	1872	: ehr den Geſammtcharakter der größern	Geſammtcharakter	der	größern	Abtheilung	 an/an ſich/sich trugen/tragen ,/, zu/zu immer/immer ſpecieller/spez		Abteilung	abteilen	18(5|6|7|8|9).	18..	b		groß		ab	
text_name semmelweis_kindbettfieber_1861	text_texttype Wissenschaft	1861	:  Gynaecologie an der gynaecologischen	an	der	gynaecologischen	Abtheilung	 des/d k./k. k./k. allgemeinen/allgemein Krankenhauses/Krankenhaus zu/		Abteilung	abteilen	18(5|6|7|8|9).	18..			gynäkologisch		ab	
text_name stifter_nachsommer03_1857	text_texttype Belletristik	1857	: Sitte , daß die Knaben in den höheren	in	den	höheren	Abtheilungen	 denen/die in/in den/d niedreren/nieder außerordentlichen/außerorden		Abteilung	abteilen	18(5|6|7|8|9).	18..	b		hoch		ab	
text_name bauller_lasterspiegel_1681	text_texttype Gebrauchsliteratur	1681	: XXIX. Laſter-Predigt  Jn der III.	Jn	der	III.	Abtheilung	 /// von/von den/d Laſtern/Laster wider/wider den/d Naͤchſten/Näch		Abteilung	abteilen	16(5|6|7|8|9).	16..					ab	
text_name achenwall_staatswissenschaft_1749	text_texttype Wissenschaft	1749	: d Kriegsaffairen , die in eines jeden	in	eines	jeden	Abtheilung	 laufende/laufend Angelegenheiten/Angelegenheit referiret/referieren u		Abteilung	abteilen	17(0|1|2|3|4).	17..	other				ab	
text_name achenwall_staatswissenschaft_1749	text_texttype Wissenschaft	1749	: e l’ Amer. IV. ch. I. in der letzten	in	der	letzten	Abtheilung	 ,/, und/und eben/eben deſſen/die voyages/Voyages de/De DES/d MARCHA		Abteilung	abteilen	17(0|1|2|3|4).	17..	b		letzte		ab	
text_name semmelweis_kindbettfieber_1861	text_texttype Wissenschaft	1861	: uchen die medicinisch-chirurgischen	uchen	die	medicinisch-chirurgischen	Krankenabtheilungen	 etc./etc. ,/, mit/mit einem/eine Worte/Wort ,/, sie/sie benutzen/benu	y	Abteilung	abteilen	18(5|6|7|8|9).	18..	b		chirurgisch		ab	
text_name jahn_rede_1849	text_texttype Gebrauchsliteratur	1849	: zusammengesetzter sie war , je mehr	0	je	mehr	Unterabtheilungen	 und/und Ausnahmen/Ausnahme sie/sie aufzählte/aufzählen ./. Das/die 	y	Abteilung	abteilen	18(0|1|2|3|4).	18..	other				ab	
text_name carus_zoologie_1872	text_texttype Gebrauchsliteratur	1872	: es Vorſtandes der naturhiſtoriſchen	Vorſtandes	der	naturhiſtoriſchen	Abtheilungen	 des/d Britiſh/British Muſeum/Museum vertauſchte/vertauschen )/) ma		Abteilung	abteilen	18(5|6|7|8|9).	18..	b		naturhistorisch		ab	
text_name gottfried_historia_1631	text_texttype Wissenschaft	1631	: r den Jnga vnnd jede Statt . Solche	Statt	.	Solche	Abtheilung	 betraff/betreffen auch/auch die/d Jaͤger/Jäger /// die/die nicht/ni		Abteilung	abteilen	16(0|1|2|3|4).	16..	solch				ab	
text_name eschstruth_katz_1886	text_texttype Belletristik	1886	: üchlein , Drin die einzelnen Partieen Und	einzelnen	Partieen	Und	Abtheilungen	 des/d Münſters/Münster ,/, Wie/wie ich/ich gerne/gerne einen/eine 		Abteilung	abteilen	18(5|6|7|8|9).	18..	b				ab	
text_name thaer_landwirthschaft01_1809	text_texttype Wissenschaft	1809	: enburgiſche . 318 . Verſchiedene	318	.	Verſchiedene	Schlagabtheilungen	 ./. 319/319 ./. Roulirung/Roulirung der/d Schlaͤge/Schlag ./. 320/32	y	Abteilung	abteilen	18(0|1|2|3|4).	18..	other		verschieden		ab	
text_name clausewitz_krieg03_1834	text_texttype Wissenschaft	1834	: g und Staͤrke der verſchiedenen	Staͤrke	der	verſchiedenen	Abtheilungen	 einer/eine Truppe/Truppe welche/welche aus/aus der/d Elementartaktik/		Abteilung	abteilen	18(0|1|2|3|4).	18..	b		verschieden		ab	
text_name puetter_staatsverfassung03_1787	text_texttype Wissenschaft	1787	: eich anfangs eine Schwierigkeit wegen	eine	Schwierigkeit	wegen	Abtheilung	 der/d eigentlichen/eigentlich Viſitation/Visitation und/und der/d Re		Abteilung	abteilen	17(5|6|7|8|9).	17..		wegen		post	ab	
text_name krafft_landwirthschaft03_1876	text_texttype Wissenschaft	1876	: Race , oder wenn die Race in weitere	Race	in	weitere	Unterabtheilungen	 zerfällt/zerfallen ,/, einem/eine typiſch/typisch gewordenen/geword	y	Abteilung	abteilen	18(5|6|7|8|9).	18..			weiter		ab	
text_name mosen_galerie_1844	text_texttype Gebrauchsliteratur	1844	: n der Niederlande . Wir sehen zwei	Wir	sehen	zwei	Abtheilungen	 ,/, die/die erstere/erstere bei/bei dem/d Eingange/Eingang in/in dem/		Abteilung	abteilen	18(0|1|2|3|4).	18..	other				ab	
